Country/Region;Population;Area;Maximum;Per 100,000 inh.;% Confirmed;% aCFR;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Switzerland Glarus;40403;685;12;29.7007647947;0.09375;0.09375;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;5;6;6;6;7;7;7;7;8;9;10;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12
Switzerland Grisons;198379;7105;50;25.204280695;0.0603864734;0.0603864734;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;4;4;5;6;8;8;9;12;15;19;23;26;28;30;30;33;34;35;35;36;36;36;36;37;37;38;39;40;40;41;42;43;43;43;44;44;44;45;45;45;45;45;45;45;45;45;45;46;46;46;47;47;47;47;48;48;48;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;50;50;50;50
Switzerland Jura;73419;88;7;9.53431673;0.0341463415;0.0341463415;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;3;3;3;3;3;3;5;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
Switzerland Lucerne;409557;1493;20;4.8833251538;0.027173913;0.0271806276;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;3;4;5;6;7;7;7;7;7;9;9;9;9;9;9;10;10;10;11;12;13;14;15;15;15;15;15;15;16;16;16;16;17;17;17;17;17;18;18;18;18;19;19;19;19;19;19;19;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
Switzerland Neuchâtel;176850;220;83;46.9324286118;0.1129251701;0.1133879781;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;3;4;4;5;6;9;12;13;15;18;20;22;24;27;28;30;31;36;40;42;44;44;47;52;55;58;59;61;64;64;66;69;70;72;72;74;75;77;77;78;78;80;80;80;81;81;81;81;82;82;82;82;82;82;82;82;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83
Switzerland Nidwalden;43223;276;3;6.9407491382;0.0241935484;0.0241935484;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Switzerland Obwalden;37841;491;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Switzerland Schaffhausen;81991;298;7;8.537522411;0.0886075949;0.0887237762;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;3;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7
Switzerland Schwyz;159165;908;23;14.4504130933;0.0746753247;0.0747273149;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;4;4;4;4;5;5;6;7;7;9;10;10;11;12;13;13;14;14;14;15;15;16;16;16;16;17;18;18;20;20;20;21;21;21;21;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
Switzerland Solothurn;273194;791;17;6.2226842464;0.0381165919;0.0381165919;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;3;3;3;3;3;3;3;3;5;5;6;7;7;8;8;8;9;10;11;11;11;11;12;14;14;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;16;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
Switzerland St. Gallen;507697;2026;37;7.2878114308;0.045622688;0.0457031939;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;5;5;7;7;7;8;8;9;9;11;13;15;16;17;18;21;21;21;23;25;27;27;27;27;29;29;31;31;31;31;31;33;33;33;33;33;33;33;33;33;33;35;35;35;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
Switzerland Thurgovia;276472;991;18;6.5106050522;0.046875;0.0469157255;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;3;4;4;5;5;7;7;8;8;8;8;8;8;8;10;11;11;12;13;13;13;13;14;14;14;14;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
Switzerland Ticino;353343;2812;349;98.7708826834;0.1052155562;0.1052427519;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;6;8;10;12;13;22;28;37;48;53;60;67;76;87;93;105;120;132;141;155;165;177;189;198;211;219;227;229;244;251;258;263;269;270;277;281;288;291;295;298;299;304;306;311;316;318;321;322;323;324;326;329;331;332;334;338;340;340;340;341;341;341;341;342;343;344;344;344;345;346;347;348;348;348;348;348;348;348;348;348;348;348;348;348;349;349;349;349;349
Switzerland Uri;36433;1077;7;19.2133505339;0.0752688172;0.0752688172;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
Switzerland Valais;343955;5224;152;44.1918274193;0.0773143438;0.0776699029;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;4;6;7;10;11;13;14;15;17;21;25;31;35;37;40;47;51;53;57;60;68;71;77;83;85;91;93;94;94;95;99;104;107;110;115;118;123;127;129;131;132;135;136;138;138;140;142;142;146;146;146;148;148;148;150;150;150;150;150;150;150;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152
Switzerland Vaud;799145;3212;406;50.8042970925;0.0743045388;0.0744134897;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;5;6;8;10;13;14;20;23;25;29;33;41;58;62;73;83;95;107;118;137;155;166;178;194;206;218;232;240;246;254;261;271;288;301;309;317;323;334;342;347;357;360;370;374;378;384;385;387;392;396;398;398;399;399;400;401;401;404;404;404;404;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406
Switzerland Zug;126837;239;9;7.0957212801;0.0434782609;0.0443786982;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;3;3;3;3;3;4;5;5;5;5;6;6;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Switzerland Zurich;1520968;1729;130;8.5471883695;0.0356555129;0.0357437448;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;4;5;6;6;8;10;13;15;19;22;24;27;36;39;41;48;52;54;56;64;66;71;77;79;83;87;91;95;100;105;105;107;109;110;113;114;115;115;119;119;121;123;123;123;123;123;124;125;125;125;126;126;126;126;126;126;127;127;127;127;128;128;129;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130
Syria;17500658;183630;6;0.0342844252;0.0365853659;0.0481927711;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;5;5;6;6;6;6;6;6;6;6;6;6
Taiwan;23816775;35410;7;0.029391049;0.0158013544;0.0158013544;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
Tajikistan;9537645;139960;49;0.5137536572;0.0101365329;0.0112128146;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;5;8;12;12;20;20;21;21;23;29;33;36;39;41;41;41;44;44;44;46;46;47;47;47;47;47;47;47;47;48;48;48;48;48;48;48;48;49
Tanzania;59734218;885800;21;0.0351557293;0.0412573674;0.0412573674;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;4;5;5;7;10;10;10;10;10;10;10;10;10;16;16;16;16;16;16;16;16;16;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
Thailand;69799978;510890;58;0.0830945821;0.01856;0.0186976144;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;5;6;7;9;10;12;15;19;20;23;26;27;30;32;33;35;38;40;41;43;46;47;47;47;47;48;49;50;51;51;51;52;54;54;54;54;54;54;54;54;55;55;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;57;57;57;57;57;57;57;57;58;58;58;58;58;58;58;58;58;58
Togo;8278724;54390;13;0.1570290301;0.0248091603;0.0268041237;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;6;6;6;6;6;6;6;6;6;7;9;9;9;9;9;9;9;9;10;10;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
Trinidad and Tobago;1399488;5130;8;0.5716376275;0.0683760684;0.0683760684;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;3;3;5;5;6;6;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Tunisia;11818619;155360;49;0.4146000476;0.0450781969;0.0450781969;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;4;5;6;6;8;8;8;10;12;14;18;18;22;22;23;24;25;25;28;31;34;34;35;37;37;37;38;38;38;38;38;38;38;38;39;40;40;41;41;42;42;43;43;43;44;45;45;45;45;45;45;45;45;45;45;46;47;47;47;47;48;48;48;48;48;48;48;48;48;48;48;49;49;49;49;49;49;49;49;49
Turkey;84339067;769630;4763;5.6474421279;0.0273699454;0.028293929;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;9;30;37;44;59;75;92;108;131;168;214;277;356;425;501;574;649;725;812;908;1006;1101;1198;1296;1403;1518;1643;1769;1890;2017;2140;2259;2376;2491;2600;2706;2805;2900;2992;3081;3174;3258;3336;3397;3461;3520;3584;3641;3689;3739;3786;3841;3894;3952;4007;4055;4096;4140;4171;4199;4222;4249;4276;4308;4340;4369;4397;4431;4461;4489;4515;4540;4563;4585;4609;4630;4648;4669;4692;4711;4729;4746;4763
Turks and Caicos;38717;950;1;2.5828447452;0.0833333333;0.0833333333;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
US;331002651;9147420;113820;34.3864315455;0.0562533268;0.0598223934;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;7;11;12;14;17;21;22;28;36;42;50;60;74;100;134;165;259;350;442;587;786;1011;1320;1726;2269;2744;3420;4196;5367;6511;7938;9260;10870;12375;13894;16191;18270;20288;22357;24366;26086;27870;30262;32760;34844;37428;39775;40945;42686;45086;47412;49724;51493;53755;54881;56219;58355;60967;62996;64943;66369;67682;68922;71064;73455;75662;77180;78795;79526;80682;82356;84119;85898;87530;88754;89562;90347;91921;93439;94702;95978;97086;97719;98219;98912;100417;101616;102809;103776;104381;105149;106180;107161;108197;109359;110068;110511;111011;111994;112924;113820
US Alabama;4903185;131171;755;15.3981544649;0.0330488072;0.038943622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;3;3;4;6;13;26;32;35;43;45;50;56;66;74;80;91;93;99;110;121;133;144;146;154;167;177;194;197;197;212;216;222;242;245;269;279;288;290;296;313;340;349;375;388;393;401;429;449;467;476;485;488;489;504;517;529;537;546;551;562;575;581;590;605;618;631;646;651;653;653;676;689;692;718;729;744;755
US Alaska;731545;1477953;11;1.5036668968;0.0180032733;0.0209923664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;3;3;3;3;5;6;6;6;7;7;7;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11
US Arizona;7278717;294207;1127;15.4834979846;0.0360478506;0.0463176064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;2;2;5;6;8;13;15;17;20;24;29;32;41;52;64;65;73;80;89;97;108;115;122;131;142;150;169;177;184;187;208;229;249;266;266;275;275;293;304;320;330;348;362;362;395;426;450;517;532;536;542;562;594;624;651;679;680;686;704;747;763;775;799;800;806;807;831;857;885;903;906;917;941;981;996;1012;1042;1044;1047;1070;1095;1127
US Arkansas;3017804;134771;171;5.6663719711;0.0158099112;0.019766501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;3;3;5;6;7;8;10;12;12;14;16;16;16;18;21;23;24;27;30;30;33;37;37;38;40;42;43;42;45;45;47;49;50;52;59;61;64;73;76;81;83;85;87;88;88;88;94;95;95;97;98;98;98;100;102;107;110;113;113;116;117;119;120;120;125;133;133;133;133;142;142;152;154;154;155;161;165;171
US California;39512223;403466;4881;12.3531394323;0.035044263;0.0397148925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;5;5;6;11;13;18;20;24;27;27;40;53;65;78;101;123;133;153;171;203;237;276;319;343;374;442;492;541;609;651;687;758;821;890;985;1072;1166;1208;1268;1354;1469;1562;1651;1710;1755;1809;1887;1982;2073;2171;2215;2254;2317;2412;2504;2585;2678;2745;2770;2847;2934;3032;3108;3204;3261;3302;3334;3436;3542;3630;3708;3774;3795;3814;3884;3973;4068;4156;4213;4251;4286;4361;4422;4485;4559;4626;4653;4697;4776;4881
US Colorado;5758736;268431;1573;27.3150219076;0.0551949191;0.0574926901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;3;4;5;6;7;11;19;24;31;44;51;51;69;80;97;111;126;140;150;179;193;250;250;274;304;308;329;357;374;391;411;422;449;486;508;552;674;672;680;706;760;766;777;820;832;842;851;903;921;961;960;967;981;987;1009;1062;1091;1150;1192;1215;1224;1257;1299;1310;1324;1327;1332;1333;1352;1392;1421;1436;1443;1445;1458;1474;1494;1512;1524;1527;1527;1543;1553;1573
US Connecticut;3565287;12542;4146;116.2879734507;0.0932502643;0.0953980672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;5;10;12;19;21;27;27;34;36;69;85;112;131;165;189;206;277;277;380;448;494;554;602;671;868;971;1036;1036;1086;1331;1423;1544;1639;1764;1862;1924;1998;2089;2168;2257;2339;2339;2436;2495;2633;2718;2797;2874;2932;2967;3008;3041;3125;3219;3285;3339;3408;3449;3472;3529;3582;3637;3675;3693;3742;3769;3769;3826;3868;3912;3944;3964;3972;3989;4007;4038;4055;4071;4084;4097;4120;4146
US Delaware;973764;5047;438;44.9800978471;0.0433405897;0.0448173539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;2;3;6;6;10;11;12;14;14;14;14;16;16;23;23;33;33;35;41;46;52;61;61;67;72;82;89;92;100;112;120;125;137;144;152;159;168;177;182;187;193;202;213;221;224;225;237;247;260;271;286;290;297;304;310;317;322;324;326;332;335;344;345;356;361;366;368;373;375;386;388;390;398;398;410;413;438
US District of Columbia;705749;158;502;71.1301043289;0.0523516529;0.054571149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;2;2;2;3;3;4;5;9;9;11;12;15;21;22;24;22;27;32;38;47;50;53;67;72;81;86;91;96;105;112;127;139;153;165;178;185;190;205;224;231;240;251;258;264;277;285;304;311;323;328;336;350;358;368;375;383;392;400;407;412;418;427;427;440;440;445;453;460;462;466;468;470;473;475;475;483;489;491;495;499;502
US Florida;21477737;138887;2938;13.6792810155;0.042537173;0.047781681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;3;4;4;6;7;8;10;12;13;14;18;22;28;34;54;56;63;77;87;128;163;191;218;236;296;309;354;390;438;465;483;537;609;646;699;754;781;806;856;910;979;1031;1075;1094;1101;1154;1240;1290;1314;1388;1403;1423;1536;1605;1667;1738;1785;1791;1805;1849;1898;1948;1991;2040;2049;2073;2129;2173;2222;2268;2312;2316;2331;2338;2400;2446;2495;2530;2534;2543;2613;2650;2691;2745;2773;2786;2798;2851;2889;2938
US Georgia;10617423;148959;2375;22.368893092;0.0432030269;0.0469172873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;10;13;14;23;25;32;40;48;64;69;80;87;111;139;163;184;201;211;229;329;362;379;416;428;433;464;501;552;587;650;673;687;733;799;836;872;892;904;912;971;1026;1093;1120;1154;1174;1177;1222;1288;1311;1336;1377;1400;1405;1441;1461;1505;1527;1557;1592;1606;1642;1664;1687;1754;1785;1811;1824;1830;1871;1907;1962;1974;2003;2042;2074;2102;2123;2147;2174;2174;2180;2208;2285;2329;2375
US Guam;162742;543;5;3.0723476423;0.0273224044;0.0279017857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;2;3;3;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
